,Venue,venueType;;;
391,IEEE Transactions on Computational Social Systems,journal;;;
392,IEEE International Joint Conference on Neural Network,conference;;;
393,International Conference on Algorithmic Learning Theory,conference;;;
394,2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,conference;;;
395,AKBC@NIPS,conference;;;
396,Cognitive Computation,journal;;;
397,Journal of Computational Science and Technology,journal;;;
398,Physical Review E,journal;;;
399,International Conference on Big Knowledge,conference;;;
400,International Conference on Advanced Data Mining and Applications,conference;;;
401,Conference on Artificial Intelligence in Medicine in Europe,conference;;;
402,FINNLP,conference;;;
403,International Symposium on Intelligent Data Analysis,conference;;;
404,DART/FAIR@MICCAI,workshop;;;
405,EuroMLSys@EuroSys,workshop;;;
406,Data mining and knowledge discovery,journal;;;
407,Machine-mediated learning,journal;;;
408,European Conference on Artificial Intelligence,conference;;;
409,International Joint Conference on Natural Language Processing,conference;;;
410,ICDAR Workshops,workshop;;;
411,LOG IN,conference;;;
412,DL4KG@ESWC,workshop;;;
413,International Conference on Pattern Recognition,conference;;;
414,Conference on Natural Language Processing,conference;;;
415,International Conference of the Italian Association for Artificial Intelligence,conference;;;
416,International Conference on Artificial Neural Networks,conference;;;
417,DALI@MICCAI,workshop;;;
418,AEQUITAS@ECAI,workshop;;;
419,Pacific-Asia Conference on Knowledge Discovery and Data Mining,conference;;;
420,SDU@AAAI,workshop;;;
421,SemDeep@IWCS,workshop;;;
422,International Conference on Service Oriented Computing,conference;;;
423,Electronic Commerce Research and Applications,journal;;;
424,IEEE Transactions on Image Processing,journal;;;
"425,""2021 IEEE 23rd Int Conf on High Performance Computing & Communications"; 7th Int Conf on Data Science & Systems; 19th Int Conf on Smart City;" 7th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)"",conference"
